X(mm),Y(mm),Z(mm)
-6.980461080071529523e+01,-3.503845826161612820e+01,1.559545273674879411e+02
-6.977480232352620249e+01,-3.503267348069164910e+01,1.559550213389549640e+02
-6.974500200236143144e+01,-3.502657679083168318e+01,1.559555235803889843e+02
-6.971512038765759200e+01,-3.502456668692292396e+01,1.559559171792671748e+02
-6.968496726680525910e+01,-3.503717504214234424e+01,1.559559219246593216e+02
-6.965488108312841575e+01,-3.504610569754875371e+01,1.559560245130419673e+02
-6.962496488827474650e+01,-3.504619552612369660e+01,1.559563622030951251e+02
-6.959502724252968164e+01,-3.504729950700052399e+01,1.559566729462561909e+02
-6.956508562256590267e+01,-3.504833882146390067e+01,1.559569854683890355e+02
-6.953527347150195226e+01,-3.504275957963510280e+01,1.559574739708491791e+02
-6.950549251908988424e+01,-3.503531832993699169e+01,1.559580120415054125e+02
-6.947556959478779959e+01,-3.503552596398623109e+01,1.559583466495421362e+02
-6.944575929048070861e+01,-3.502974565235799531e+01,1.559588405219527658e+02
-6.941586576306464451e+01,-3.502823220394183323e+01,1.559592209402737240e+02
-6.938617533065746557e+01,-3.501582854657764443e+01,1.559598910305251707e+02
-6.935622661768640285e+01,-3.501737836284690530e+01,1.559601899460707841e+02
-6.932620199260172456e+01,-3.502298026429458133e+01,1.559603810828934627e+02
-6.929613943301663426e+01,-3.503060590738834179e+01,1.559605183918009459e+02
-6.926617742695151492e+01,-3.503286267714586444e+01,1.559607985041168376e+02
-6.923630678105449476e+01,-3.503012942902764593e+01,1.559612113667426172e+02
-6.920639209996608088e+01,-3.502954004881989647e+01,1.559615672500653147e+02
-6.917650589042520437e+01,-3.502770544765640892e+01,1.559619561957204894e+02
-6.914656506778754874e+01,-3.502852067085074594e+01,1.559622747169700006e+02
-6.911666744847012467e+01,-3.502723589430367923e+01,1.559626490508164238e+02
-6.908676443283263779e+01,-3.502600425768745396e+01,1.559630220212589222e+02
-6.905679176011072684e+01,-3.502870000375404658e+01,1.559632904853065725e+02
-6.902666338189258965e+01,-3.503987430487058674e+01,1.559633333982872330e+02
-6.899684978578594041e+01,-3.503377964693861202e+01,1.559638357361570797e+02
-6.896665167627890014e+01,-3.504850251603090783e+01,1.559637843001058002e+02
-6.893676662325488280e+01,-3.504648312019418199e+01,1.559641781872008721e+02
-6.890693986411046978e+01,-3.504107459411413572e+01,1.559646622786179364e+02
-6.887710853784116694e+01,-3.503603797941104148e+01,1.559651364505237439e+02
-6.884712835079862714e+01,-3.503891398818105074e+01,1.559654001669173624e+02
-6.881727450719212413e+01,-3.503497703522872797e+01,1.559658451114343620e+02
-6.878734174932718304e+01,-3.503537412979294174e+01,1.559661747515776824e+02
-6.875760634930389870e+01,-3.502487826075698507e+01,1.559667942027296021e+02
-6.872777983738070873e+01,-3.501935868464626367e+01,1.559672812687331316e+02
-6.869800296738189616e+01,-3.501117298045039661e+01,1.559678392527808342e+02
-6.866806743104071131e+01,-3.501175254122555458e+01,1.559681640323524050e+02
-6.863811194148328809e+01,-3.501323313536990156e+01,1.559684648808727445e+02
-6.860813252698878273e+01,-3.501595437832376234e+01,1.559687327379583621e+02
-6.857814921556030185e+01,-3.501899906995251399e+01,1.559689919672624114e+02
-6.854833566647501186e+01,-3.501268464603945318e+01,1.559695001968120494e+02
-6.851847358376008401e+01,-3.500891617831278779e+01,1.559699407176843238e+02
-6.848873720979162272e+01,-3.499835064139119112e+01,1.559705620477958234e+02
-6.845888646866987415e+01,-3.499397679183639553e+01,1.559710186708137201e+02
-6.842871762374063849e+01,-3.500688673151373109e+01,1.559710155090880335e+02
-6.839853082931317374e+01,-3.502093566520833434e+01,1.559709820134949325e+02
-6.836868125669718665e+01,-3.501643249218673049e+01,1.559714420905606573e+02
-6.833872653145654397e+01,-3.501774447296858739e+01,1.559717474511374462e+02
-6.830857616566106572e+01,-3.502985276891658373e+01,1.559717655724542453e+02
-6.827861091501158342e+01,-3.503165457856876230e+01,1.559720579197331176e+02
-6.824870751634004762e+01,-3.503012946664739502e+01,1.559724387629880766e+02
-6.821879791735038623e+01,-3.502872680669987915e+01,1.559728163936325132e+02
-6.818883418280061903e+01,-3.503036690277165377e+01,1.559731130594290676e+02
-6.815903583534115739e+01,-3.502296878420797555e+01,1.559736501714364181e+02
